Muestreo	Area_dialecta	COSERID	EjemploID	Ejemplo	Tipo	Pron_reflexivo	Verbo	Sdo_tipic_refl	Tipo_semantico	Tipo_sintactico	Compl_direccion	Anim_CD	Aspectualidades	Tipo_dativo	Presencia_del_dativo	Persona_verbal	Animacion_sujeto
No exhaustivo	Resto	728	728622	Sí, no | ma- | las de allí, como te digo en el castillo, y luego aquí si podía hac(é=er) algo en casa también, también lo hacía, claro. Lo traía dibuj(ao=ado), me lo traía prepar(ao=ado) y hacíamos un ratito también en casa también lo hacía. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1sg	Humano
No exhaustivo	Resto	728	728623	Sí, no | ma- | las de allí, como te digo en el castillo, y luego aquí si podía hac(é=er) algo en casa también, también lo hacía, claro. Lo traía dibuj(ao=ado), me lo traía prepar(ao=ado) y hacíamos un ratito también en casa también lo hacía. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre	Destinatario	Sí	1sg	Humano
No exhaustivo	Resto	728	728638	Y va la limpia la encina, la prepara, y esa leña que suelta se la traen p(a=ara) casa 	Verbo se	Sí	traer		Movimiento	Transitivo	Cprep para	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	728	728656	Y de ahí de las redes ya las van echando en el remolque o donde sea para trae(ll=rl)as a la cooperativa donde se | el molino, donde se muele, en una cooperativa que tenemos aquí de aceite | de aceitunas pa'l aceite. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	NA	Humano
Exhaustivo	Resto	922	922025	Y después, con unos cuchillos, y trayendo otras cosas que tenían ellos, lo… pues raspar la piel y ya salía todo, quedaba el tocino pues limpio. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	NA	Humano
Exhaustivo	Resto	922	922059	Pero claro, hay dos clases de salchichas, yo... salchichas, y te dan unas tripitas allí, no esas yo no, estas son otras, pues vienen aquí los carniceros que lo traen. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	922	922206	Venían por ahí, una … por las puertas, una caballería, 'machos' llamamos, y mulas, machos y traían unas canastas, las llamaban también y allí recogían... 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Animal
Exhaustivo	Resto	922	922231	[vino] Sí también, claro, traían, si no pues se iba a… Villadiego, a Villadiego mismo cuando en el mes de septiembre que… en Villadiego tenían ya viñas, no mucho pero había allí entonces se iba allí... 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo		NA	3pl	Humano
Exhaustivo	Resto	922	922235	Íbamos con el carrito, con bueyes a llevar un poco trigo y a traer agua mineral, y una cubeta vino y a beber con cuidao.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Desnudo		NA	1pl	Humano
Exhaustivo	Resto	922	922261	Y dar un corte, y así se desangran. Ahora lo hacen en las fábricas y yo les veo que traen un corte en el mismo cuello, será más fácil, digo yo, no sé.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Inanimado
Exhaustivo	Resto	922	922313	La paja, traerlo a casa para el ganao, se preparaban en los carros pues una especie... como eso pesa muy poco, pues unos tableros para traer más cantidad cada vez por dar menos paseos, y aquí se metía pues por un hueco, lo llamábamos 'bocarón', en vez de ventana, 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	NA	Humano
Exhaustivo	Resto	922	922314	La paja, traerlo a casa para el ganao, se preparaban en los carros pues una especie... como eso pesa muy poco, pues unos tableros para traer más cantidad cada vez por dar menos paseos, y aquí se metía pues por un hueco, lo llamábamos 'bocarón', en vez de ventana, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	más		NA	NA	Humano
Exhaustivo	Resto	922	922335	Ah cerner, eso es separar el salvao, porque aquí el molino… el molino de aquí ya te traía cernido, separao el salvao del trigo, pero si tú lo querías, porque claro, al… al cernerlo el molinero, te iba a cobrar más o te lo iba dejando peor, porque en casa con más cuidao sacarías más harina, peor harina pero mejor salvao. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo	Destinatario	Sí	3sg	Inanimado
No exhaustivo	Resto	924	924017	[matanza] Pues ya... ahora se hace poco, lo que hacen las carnicerías ya, ya lo traen de fuera, ya no se hace aquí, ya cerdos no se mata ya muchos	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	924	924103	Hacen tos los días quesos de ovejas, pero ya aquí ya no, ya no traemos de Ventosilla, que vienen... que traen la leche de Ventosilla aquí.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Nulo		NA	1pl	Humano
No exhaustivo	Resto	924	924104	Hacen tos los días quesos de ovejas, pero ya aquí ya no, ya no traemos de Ventosilla, que vienen... que traen la leche de Ventosilla aquí.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	924	924177	Había que... la cosecha de trigo, se molía, que venían molineros, venían molineros y te traían la... 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	924	924178	En La Aguilera, había un señor con unos burros y te llenaba las talegas, y [A-PIn tardaba] dos o tres días, y te traía la harina y luego lo cocíamos no_sotras, sí.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
No exhaustivo	Resto	924	924184	La harina lo traíamos, lo... lo molía el molinero. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	924	924186	Nos... dábamos el trigo, seis semillas que decíamos, y lo molía ese señor y luego nos lo traía pues a la vuelta, dos o tres días, o cuatro. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	924	924196	Traíamos el pan a casa.	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	SD		NA	1pl	Humano
No exhaustivo	Resto	924	924198	[para la leña] Del monte, o manojos que hacíamos, manojos que... de las viñas que tenemos, pues, hacíamos manojos para... como se hacen hoy, traíamos tres manojos pa calentar el horno.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1pl	Humano
No exhaustivo	Resto	924	924209	[el vino] Hombre, claro, lo, lo traen vendimiao, maquinarias, todo, todo maquinarias, arriba están las bodegas, la Virgen de la Asunción y Santa Eulalia.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	924	924227	[a los niños] Vienen de Aranda, les traen de Aranda los autobuses	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Humano	Pronombre		NA	3pl	Vehículo
No exhaustivo	Resto	934	934112	Esos, pues traías una coneja, traías, normalmente se traía si podías comprar preñada, preñada, y entonces paría ocho o diez conejos.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
No exhaustivo	Resto	1012	1012180	"Ni coloretes, ni labios, na más los ojos,  eso sí, los ojos, con los tiznotes pero a lo mejor, sin mirarme al espejo, cogía un cacho de lápiz y pin pan, [ONOMAT] y pin pan, [ONOMAT] y cuando estaba mala, si alguna vez estaba mala: ""Traerme que me dé los... tiznotes en los ojos”."	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo	Destinatario	Sí	2pl	Humano
No exhaustivo	Resto	1012	1012199	El progreso, que tenemos ahora de... tanto progreso, de tantas lavadoras, de... ha traído mucha cosa.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	mucho		NA	3sg	Inanimado
No exhaustivo	Resto	1012	1012204	Y luego en el mes de mayo las traían las ovejas a todas a esquilar. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	1012	1012249	Luego, volvía, a la hora que... podían... terminar, otra vez con la burra pa, pa traerla pa casa y tenderlo en el huerto, que ahí se tendía y... se secaba. Eso se hacía antes.  	Verbo se	No	traer		Movimiento	Transitivo	Cprep para	Animal	Pronombre		NA	NA	Humano
No exhaustivo	Resto	1012	1012277	E1: ¿A quí... se da? ¿A quí hay miel? I1: A quí no, aquí la traen de... por la Vera, y por..., por el Castañar y por esos sitios, por Guadalupe, allí, allí hay mucha..., mucha [A-Inn] de esas, sí.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	1012	1012286	Siendo yo mu chica, sí, lo he conocido yo, la gente de los puebluchos por aquí, me acuerdo que venían a casa mucha gente a vender cosas que compraba mi padre y traían a los hijos y los arrojaban..., con el pantaloncillo con la raja puesta pa si tenían gana de cagar se [A-Inn] a cagar. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3pl	Humano
No exhaustivo	Resto	1014	1014054	porque si viene el toro por aquí, si viene por allí, si se escapa, si lo han traío, si lo lleva.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	1015	1015111	Y allí teníamos en invierno como estaba sola pues mandaba que la trajeran de su, de su pinar o de su esto la leña y la tenía allí amontonada. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	1015	1015151	Cuando las traíamos aquí ya no eran tan buenas; nos las traían d'allí pa que las comiéramos y resulta que no eran tan ricas. 	Verbo se	No	traer		Movimiento	Transitivo	Adverbio	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	1015	1015152	Cuando las traíamos aquí ya no eran tan buenas; nos las traían d'allí pa que las comiéramos y resulta que no eran tan ricas. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre	Destinatario	Sí	3pl	Humano
No exhaustivo	Resto	1015	1015156	como extendidito pa que se fuera secando para el día siguiente poderlo hacer mejor y sacaban la carne, la picaban con las máquinas, venían las vecinas a ayudarte, aunque trajeran... 	Verbo se	No	traer		Movimiento	Transitivo	Interrumpido	NA	Interrumpido		NA	3pl	Humano
No exhaustivo	Resto	1015	1015205	Mira, subía y bajaba, trajeron dos cajas de cerveza y arriba, en el piso de arriba teníamos dormitorios, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	1015	1015206	Bueno, pues metieron las dos cajas de cerveza en el almacén, y una nevera de esas de hielo, es lo que teníamos, de esas que metías el hielo, te traían por la mañana el hielo el hombre y metías allí el hielo. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3pl	Humano
No exhaustivo	Resto	1015	1015227	Y se fue a buscar al médico, se trajo el médico y un cordero, matao, entero y hecho trozos. 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
No exhaustivo	Resto	1015	1015230	Así que allí se quedó el médico y venga otra vez cerveza pa arriba, y cerveza pa abajo, hasta que nació antes de la comida, pero él ya se trajo el cordero pa si tenía que comer allí, el médico. 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
No exhaustivo	Resto	1015	1015323	No, era blanco y, y aquella noche dijeron que se iban a Salaman-, que se iban fuera; y trajeron el (tasi=taxi) y todo pa que creyeran que se iban, ¿eh? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	1015	1015386	Entonces nos quedamos ahí en Béjar y nos vinimos con dinero para poder traer él un camión de patatas de no sé qué pueblo, y llevarlas a un almacén que tenía pa venderlas. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
No exhaustivo	Resto	1015	1015561	Allí en la plaza se ponen que aquí no se puede dormir ni vivir ni estar de la música que traen de, de la caseta. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Partitivo		NA	3pl	Humano
No exhaustivo	Resto	1015	1015745	[la familia] Vinieron a pedirme la mano, entonces teníamos preparaos dulces y merienda y cosas y te traían unos regalos, me trajeron unos pendientes muy bonitos. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3pl	Humano
No exhaustivo	Resto	1015	1015746	[la familia] Vinieron a pedirme la mano, entonces teníamos preparaos dulces y merienda y cosas y te traían unos regalos, me trajeron unos pendientes muy bonitos. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3pl	Humano
No exhaustivo	Resto	1015	1015828	y entonces luego lo traían en camiones aquí a la tabacalera y ahí lo, hacían el proceso que sea, lo trasformaban, lo picaban y toas esas cosas. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	1015	1015860	"Se los trajeron aquí a Navalmoral detenidos la Guardia Civíl, ""porque todos los que se llevaron anoche detenidos llegaron al juzgao"", "	Verbo se	Sí	traer		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	1015	1015905	Entonces eso lo secan ahí y lo llevan a, a que lo traen aquí a la tabacalera en los camiones grandísimos... 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1020	1020191	[el maíz] Bueno, lo traían de fuera de... harina de maíz y eso.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1020	1020199	Traen ahora los perdigones así gordos	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	1020	1020239	[vino] Aquí el que traen de fuera.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	1020	1020240	Aquí traen de fuera, aquí no se conse | no... cosecha.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Nulo		NA	3pl	Humano
Exhaustivo	Resto	1023	1023123	A la otra de que debe sab(é=er) más, y esa a la que querían tanto…pues había tres, que son mu amigas… la querían tanto a la maestra, y la llevaban aquí al coche que venía de… que era de Zorita ella… y la traían. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1023	1023128	Y la otra, como se fueron con la otra maestra, que ella era de otro grado, pues ya tenía una envidia que la… eso, y de que no fueron una tarde al rosario…porque vinieron a traerla a la maestra ahí al coche de línea que iba a Zorita, a lleva(0=r)la… las pegó, las pegó una guantá en la cara, que las quedó marcados los… los dedos…las quedó marcaos en la cara. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1107	1107045	[el vino] No, sino que lo traían de Huelva.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1107	1107111	y nos íbamos algunas veces a, pa traer el agua a, 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	SD		NA	1pl	Humano
Exhaustivo	Resto	1107	1107298	fines de semana iba a por ellas y las recogía y me las traía 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	1sg	Humano
Exhaustivo	Resto	1107	1107300	y ya a los dos años pues ya me las traje yo aquí 	Verbo se	Sí	traer		Movimiento	Transitivo	Adverbio	Humano	Pronombre		NA	1sg	Humano
Exhaustivo	Resto	1107	1107312	[nietos] Tengo seis, bueno, tengo cinco varones y una hembra y otra que trae ahora, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
Exhaustivo	Resto	1107	1107386	y siempre trae algún pan de huerta	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
Exhaustivo	Resto	1107	1107536	y él me traía los huevos del campo y los vendía yo allí. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD	Destinatario	Sí	3sg	Humano
Exhaustivo	Resto	1107	1107555	pusieron un autobús y venía el autobús ((xxx)) y se traía aquí a los chiquillos, Ea, pos a ver si están mis primos allí y le cuentan a ustedes algo. 	Verbo se	Sí	traer		Movimiento	Transitivo	Adverbio	Humano	SD		NA	3sg	Vehículo
Exhaustivo	Resto	1107	1107589	Y traían los chori–, eh, los jamones ya curados. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	1116	1116023	Y nos traíamos la harina pa hacer el pan 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1pl	Humano
Exhaustivo	Resto	1116	1116070	[a la madre] Venía y traía un poco chocolate y eso es lo que venían. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
Exhaustivo	Resto	1116	1116111	Tomó la medía y, depué, po... po lo trajó ya hecho.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1116	1116175	y ya despué fueron trayendo hasta completá lo veinte de Benaló y lo veinte de Medina.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Nulo		NA	3pl	Humano
Exhaustivo	Resto	1205	1205160	traías toda grasa a la boca del horno y cuando estaba la brasa ya a la boca del horno, ya todo bien trapeao, metías lo primero las tortas. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1205	1205383	Pues los hombres y las mujeres, yo [A-Inn] de cargar leña, oye, cómo te vas a, cómo se trae la leña, una persona sola no va por ello... hay que ir, cortarlo, traerlo...	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1205	1205397	[vino] Bueno, cuando vas a Aguilar lo traes y, hala, cuando vas al mercao o cuando vas a comprar. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	2sg	Humano
Exhaustivo	Resto	1205	1205449	O sea, si la novia no era del pueblo, cuando la traían hacían tornaboda. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1205	1205450	Era de otro pueblo y al traerla al pueblo el novio pues hacían fiesta y daban..., convidaban a los del pueblo. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1205	1205460	Hombre, las obligaciones de una chica, oye, estabas allí en casa, los hombres estaban en casa, no había agua en casa, tenían que ir a buscarlo, tenían que traer léña a la cocina pa hacer lumbre, 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Desnudo		NA	3pl	Humano
Exhaustivo	Resto	1212	1212130	Y ahora pos lo hacen con alcohol, traen unos tarros de la botica [A-Inn]para especial de eso para eso y con alcohol lo–, los pelan.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	3pl	Humano
